N,P,K,pH,temperature,humidity,rainfall,label,yield_kg_per_ha
65.52,45.68,52.48,7.05,24.04,89.12,234.77,jute,3003.41
26.47,56.7,19.81,6.98,31.9,51.24,133.85,mungbean,1099.97
16.33,74.08,19.71,6.55,31.3,46.83,121.43,mungbean,1034.58
33.23,22.06,32.58,6.38,29.88,72.41,105.9,mango,11563.09
119.19,10.2,62.12,6.33,28.82,65.21,54.98,watermelon,29478.77
50.0,74.06,72.16,7.8,26.16,28.31,65.16,chickpea,1241.54
113.65,22.6,61.79,7.19,33.49,72.48,80.04,muskmelon,17199.68
83.87,46.9,54.48,7.16,27.57,75.96,207.65,jute,3126.44
13.82,142.51,197.47,5.98,6.62,63.41,146.49,apple,16695.39
7.69,128.93,195.82,5.8,18.25,55.15,190.12,apple,16801.09
0.65,146.24,197.02,5.81,13.21,76.14,141.41,apple,15595.44
31.4,59.27,82.46,6.61,18.22,25.72,45.04,chickpea,1253.32
14.14,19.33,12.54,7.33,19.19,77.82,91.35,orange,22758.39
20.22,53.0,33.06,6.99,21.49,77.46,85.04,grapes,16506.38
80.99,30.41,35.65,7.12,19.66,66.85,202.42,coffee,1256.26
118.88,12.99,55.28,6.38,37.68,63.76,87.31,muskmelon,16626.13
9.93,1.11,38.18,7.18,27.41,68.81,265.31,coconut,13073.3
22.48,38.13,34.6,7.38,27.44,68.98,71.36,mango,11812.49
35.22,35.62,44.05,6.99,36.52,73.33,153.78,mango,12422.39
39.25,25.11,39.85,7.4,32.8,62.57,112.37,mango,12019.69
2.47,1.61,40.24,6.64,29.12,69.49,156.82,coconut,11928.55
23.8,74.25,34.13,5.97,25.36,65.85,177.58,kidneybeans,1689.72
18.15,5.04,31.79,6.77,30.66,72.37,181.64,coconut,11858.74
100.69,63.64,144.54,6.59,29.92,81.27,233.27,banana,37243.19
43.58,68.28,86.13,7.79,20.74,37.25,46.09,chickpea,1364.97
96.35,21.22,34.3,6.46,17.21,74.66,265.51,coffee,1338.01
139.24,49.27,15.18,6.95,22.39,57.89,107.31,cotton,2467.95
114.24,57.73,35.91,6.28,26.99,50.84,113.62,maize,6282.1
87.84,54.03,58.78,7.73,33.67,92.95,202.8,jute,2955.46
20.02,73.1,20.48,7.49,36.58,55.43,105.68,pigeonpeas,1338.37
100.52,11.36,60.89,5.65,28.82,71.72,83.49,watermelon,30062.47
109.99,18.01,45.56,5.61,30.28,69.86,41.96,watermelon,30638.74
106.98,54.26,60.62,6.87,25.16,57.69,81.28,pomegranate,18213.74
89.19,65.15,102.49,6.91,27.45,85.19,169.98,banana,37543.02
113.94,19.41,49.18,6.9,33.24,76.53,88.86,muskmelon,18516.35
71.37,60.34,41.01,6.55,27.72,84.22,316.83,jute,3190.24
30.42,60.99,84.2,7.51,20.89,36.42,72.85,chickpea,1231.16
91.46,58.5,40.5,6.33,29.51,77.12,171.05,rice,4841.89
102.2,60.56,51.28,6.25,25.95,45.42,62.71,pomegranate,19263.38
22.12,65.78,19.39,7.99,23.18,41.36,72.23,lentil,1650.99
32.64,76.58,70.01,6.11,20.47,37.17,53.92,chickpea,1202.31
93.83,29.34,47.25,7.22,33.19,75.79,74.38,watermelon,29084.64
116.81,53.76,41.78,7.06,13.07,42.34,138.8,wheat,4158.5
86.74,50.0,35.72,6.68,19.72,63.43,125.53,maize,6509.39
22.28,60.0,23.76,7.24,17.04,46.74,40.99,lentil,1728.2
58.13,62.27,58.85,6.59,28.39,76.22,245.03,papaya,47199.3
92.69,59.06,45.82,6.27,23.84,93.72,174.69,rice,4933.51
113.73,72.12,248.72,6.72,32.22,77.47,266.52,banana,33574.96
35.41,56.12,82.83,7.14,20.06,23.68,97.05,chickpea,1369.04
39.58,74.25,87.94,7.65,17.76,22.29,41.86,chickpea,1340.42
15.35,56.01,33.37,6.82,24.69,53.99,152.55,kidneybeans,1527.45
28.46,60.88,23.78,6.2,30.1,57.19,171.73,pigeonpeas,1275.13
11.55,1.4,35.54,7.32,35.92,76.3,195.65,coconut,12920.44
135.94,55.07,49.11,6.1,10.58,56.34,83.9,wheat,3954.25
37.88,58.15,31.75,6.65,33.9,53.87,183.93,blackgram,1110.85
20.2,62.39,20.38,6.03,20.36,56.19,116.53,kidneybeans,1676.41
16.81,57.24,28.83,6.97,13.28,36.43,60.66,lentil,1608.91
110.76,52.64,38.25,6.79,33.02,55.89,129.54,maize,6168.68
23.77,62.46,22.51,6.21,39.79,55.77,96.07,pigeonpeas,1380.57
97.72,14.58,59.21,7.38,33.89,77.58,46.75,muskmelon,17849.11
29.69,58.62,23.42,6.59,21.11,50.88,116.17,kidneybeans,1645.33
103.85,23.65,62.34,7.42,39.95,67.21,32.29,watermelon,30137.4
101.56,60.41,68.88,6.82,31.26,48.56,127.59,pomegranate,17914.19
16.89,71.37,33.97,5.76,20.55,52.04,133.91,kidneybeans,1683.93
31.32,65.18,34.61,7.02,24.06,60.29,187.22,blackgram,1070.77
49.24,69.93,47.83,6.21,31.25,87.54,209.25,papaya,45062.71
29.89,62.05,30.16,3.58,24.75,40.88,48.82,mothbeans,850.82
10.67,1.63,46.67,6.29,31.2,93.67,149.48,coconut,12348.71
25.28,62.61,20.83,6.84,29.97,41.56,146.0,mungbean,1108.21
133.23,51.03,44.55,7.33,19.98,57.13,76.33,wheat,4013.47
25.25,60.62,33.56,6.82,30.93,44.32,75.57,mothbeans,894.18
31.83,58.99,22.21,6.17,24.99,52.34,119.11,blackgram,1099.3
101.72,46.68,32.25,5.64,23.72,70.11,96.3,maize,6950.5
20.82,51.34,31.24,5.76,24.98,60.64,155.45,grapes,17426.93
23.69,59.16,25.81,7.51,15.76,39.75,71.26,lentil,1735.42
47.84,62.5,26.3,6.43,28.7,63.64,82.05,blackgram,1117.18
104.96,16.31,56.67,6.22,36.23,64.29,51.64,muskmelon,19778.14
139.46,39.15,21.25,6.51,31.75,71.69,82.87,cotton,2540.25
119.18,13.06,51.94,6.34,39.76,57.1,37.82,watermelon,29698.91
94.35,25.18,51.68,7.29,37.27,61.9,47.87,watermelon,31018.96
113.32,59.38,55.22,7.24,28.03,55.02,65.96,pomegranate,16677.85
128.57,46.07,22.82,6.2,35.12,61.07,190.04,cotton,2962.02
105.28,44.56,18.14,7.93,32.19,64.51,196.9,cotton,2619.44
86.05,44.14,33.17,7.48,22.0,72.64,99.01,maize,6145.87
22.19,57.74,34.44,7.26,13.15,49.02,31.65,lentil,1650.5
92.71,11.97,49.99,6.81,25.23,55.19,63.05,watermelon,28556.84
18.56,17.14,6.95,7.06,23.42,78.53,113.13,orange,20351.72
24.33,58.24,24.41,4.68,27.87,44.02,49.76,mothbeans,957.95
107.86,47.32,41.31,7.21,32.38,50.47,91.52,pomegranate,16305.62
85.79,24.92,41.66,6.56,18.33,71.22,237.48,coffee,1194.42
25.67,62.52,33.73,4.23,26.15,36.01,79.78,mothbeans,842.84
44.35,69.01,19.98,6.35,31.52,52.99,159.82,blackgram,1121.35
30.1,39.31,48.11,7.08,31.9,71.42,142.15,mango,12163.67
25.04,55.9,23.35,6.42,24.79,35.32,27.64,lentil,1615.25
15.97,18.43,10.25,6.39,14.01,78.7,114.98,orange,20883.89
22.33,71.45,34.98,6.92,37.73,53.66,133.7,pigeonpeas,1304.82
12.66,4.7,32.78,6.42,36.62,86.18,225.32,coconut,12397.86
91.51,22.07,44.88,7.29,24.5,69.68,214.64,coffee,1099.56
100.16,13.52,53.93,6.7,34.31,71.86,61.15,muskmelon,17937.57
12.44,11.4,17.24,7.39,22.0,75.47,199.48,orange,22433.37
21.42,59.39,25.78,3.95,25.18,31.52,60.14,mothbeans,956.19
84.31,46.94,53.24,6.8,35.86,90.5,251.56,jute,3071.6
32.91,55.03,22.6,6.82,28.95,52.62,149.78,blackgram,1082.72
24.04,56.11,27.85,6.1,16.6,49.96,26.26,lentil,1768.34
138.8,53.46,41.39,6.44,18.15,52.48,114.37,wheat,3624.02
108.02,53.61,27.44,7.72,38.45,55.26,184.87,cotton,2569.52
35.18,30.85,42.08,5.82,28.58,63.65,73.48,mango,12414.1
3.46,144.87,195.18,6.71,0.55,58.53,135.55,apple,15837.04
45.06,59.33,87.55,6.55,16.93,44.41,44.11,chickpea,1286.64
31.23,26.15,38.49,5.67,33.19,45.74,123.75,mango,13091.82
29.89,54.19,29.4,3.56,33.96,37.31,51.07,mothbeans,909.69
16.32,48.53,35.15,5.64,16.04,76.01,148.02,grapes,15602.92
113.34,41.04,58.5,5.65,32.65,93.05,296.94,rice,4693.8
35.54,65.66,74.23,7.77,20.42,36.45,57.23,chickpea,1376.72
93.29,13.34,57.34,7.06,28.1,62.85,26.58,muskmelon,17865.66
14.33,135.19,204.04,6.79,12.44,62.49,124.78,apple,18619.76
42.96,69.45,76.35,6.51,29.82,25.17,85.32,chickpea,1416.62
32.06,58.74,77.67,7.31,23.76,21.85,97.09,chickpea,1268.45
53.02,57.26,64.28,6.82,32.24,87.22,155.94,papaya,44162.88
15.98,77.96,23.11,6.69,29.31,61.22,90.98,pigeonpeas,1250.83
22.64,59.95,26.72,4.65,25.14,29.05,50.04,mothbeans,988.71
9.4,125.43,196.68,6.35,10.3,62.48,130.79,apple,18117.17
3.2,14.05,6.4,6.25,22.39,72.7,176.01,orange,21185.13
17.21,76.36,22.44,7.49,33.45,50.82,131.96,pigeonpeas,1305.98
63.35,51.42,58.43,7.03,28.23,81.28,203.01,jute,2886.67
46.91,59.84,73.7,6.88,15.07,37.32,50.72,chickpea,1302.89
113.06,63.19,48.56,7.27,38.37,58.71,88.9,pomegranate,15928.33
27.22,53.3,25.51,6.6,24.38,25.46,40.29,mothbeans,950.85
22.38,71.2,30.62,6.44,35.2,57.13,154.01,pigeonpeas,1388.55
90.48,12.67,63.91,6.57,36.3,77.07,52.42,watermelon,28368.07
16.76,77.44,23.56,7.41,29.73,47.07,135.21,pigeonpeas,1340.89
24.03,74.96,24.37,6.36,27.69,51.42,111.21,mungbean,1091.58
116.81,54.09,28.33,7.77,25.82,69.54,151.94,cotton,2533.17
21.16,23.2,49.01,6.49,34.7,51.2,81.51,mango,10237.33
36.8,60.7,22.58,6.97,27.58,58.52,90.69,blackgram,1093.84
41.73,66.23,81.41,7.6,28.98,30.44,80.26,chickpea,1434.12
17.77,144.12,203.84,5.9,16.5,50.15,137.75,apple,14836.65
0.23,5.22,10.95,6.73,13.11,73.07,96.84,orange,20071.01
102.18,41.28,56.55,6.45,31.37,82.09,295.6,rice,5005.48
46.36,69.74,30.29,7.49,34.51,55.38,88.86,blackgram,1084.11
42.68,59.75,72.47,7.94,24.87,43.41,64.29,chickpea,1341.15
107.62,57.91,44.93,6.94,28.63,58.7,69.38,pomegranate,17943.27
20.23,57.96,33.37,7.49,18.23,37.7,59.37,lentil,1654.61
19.35,71.81,26.12,6.87,33.84,53.66,140.76,mungbean,1138.94
16.55,47.93,28.81,4.25,34.21,43.41,77.43,mothbeans,880.57
23.68,72.88,30.51,6.3,29.01,40.11,87.71,mungbean,1109.81
61.01,54.25,42.24,7.07,32.7,83.65,179.29,jute,3181.1
101.23,63.75,45.79,6.14,39.1,39.66,59.53,pomegranate,17651.19
111.67,56.77,25.97,6.17,29.11,63.74,73.5,maize,6060.55
82.29,56.02,58.56,6.66,30.47,91.76,156.02,rice,4661.05
20.68,68.94,23.92,6.2,25.94,55.42,67.56,mungbean,1107.98
104.52,11.92,57.02,7.04,37.36,74.04,58.74,muskmelon,19028.89
99.75,42.47,51.34,7.11,39.18,59.38,67.55,pomegranate,16818.9
100.75,77.36,78.84,6.69,33.07,75.72,126.54,banana,35544.18
40.25,76.76,83.45,6.73,15.3,21.48,54.63,chickpea,1351.59
73.75,46.31,59.4,6.59,25.69,90.82,328.07,jute,3025.52
32.51,65.3,87.03,6.49,19.0,40.21,49.13,chickpea,1311.23
16.37,11.48,10.19,7.34,14.96,88.44,118.38,orange,22243.02
29.72,39.5,33.71,5.83,14.55,69.25,89.35,grapes,17327.92
15.39,62.84,29.61,5.75,25.72,47.73,158.24,pigeonpeas,1230.3
104.47,28.05,53.28,5.88,30.72,73.32,63.27,watermelon,33357.54
39.58,63.39,74.7,6.02,20.09,26.4,70.03,chickpea,1360.92
27.38,72.23,23.85,6.67,33.48,58.21,73.22,mungbean,1100.87
106.57,48.13,56.28,5.75,20.34,76.8,258.35,rice,5187.52
34.21,44.09,49.65,5.78,25.45,59.15,66.27,grapes,17563.5
27.34,76.18,24.14,6.93,33.69,55.61,199.07,pigeonpeas,1290.49
42.14,79.79,81.37,6.23,15.68,39.76,59.65,chickpea,1420.06
53.25,58.41,50.98,6.18,34.39,80.03,192.33,papaya,47764.34
4.0,132.62,197.71,6.93,4.34,75.76,161.56,apple,17566.62
45.09,63.64,22.55,6.21,22.02,52.27,91.41,blackgram,1095.63
8.88,7.07,42.54,6.41,29.6,64.01,268.04,coconut,13477.51
99.85,26.73,39.07,6.41,21.21,75.9,190.53,coffee,1380.58
49.24,63.31,24.59,7.38,30.23,65.25,123.66,blackgram,1066.98
36.69,61.02,86.47,6.79,26.08,31.01,36.43,chickpea,1362.83
103.85,49.24,47.19,7.04,25.18,41.72,95.14,pomegranate,17979.81
97.8,54.77,27.21,6.08,21.45,72.8,171.93,maize,6713.21
111.53,65.03,50.86,6.93,14.52,47.76,146.68,wheat,3944.07
18.38,16.75,14.05,6.19,15.44,72.52,156.81,orange,20513.09
85.87,57.22,56.46,6.31,32.29,76.86,209.17,rice,4962.41
31.65,74.95,29.95,6.89,27.37,56.73,174.55,blackgram,1009.99
4.71,9.49,33.11,7.08,28.78,93.71,257.21,coconut,11292.15
15.34,70.53,26.62,6.02,23.72,63.72,131.06,kidneybeans,1650.38
116.04,22.65,64.63,7.43,33.87,66.7,39.96,watermelon,30004.32
45.33,69.58,21.49,6.71,23.26,64.32,173.13,blackgram,1081.22
96.04,13.22,45.68,7.12,29.5,71.64,29.65,muskmelon,16861.13
105.95,46.74,64.19,6.73,25.85,43.95,122.97,pomegranate,17556.72
51.97,69.01,50.52,6.12,31.08,94.22,256.5,papaya,45617.72
60.64,52.51,58.39,6.65,28.79,87.32,297.38,jute,2872.82
18.52,14.12,8.06,6.29,26.44,87.96,137.94,orange,21423.06
18.81,68.96,34.87,7.62,12.71,49.57,30.71,lentil,1488.59
29.25,62.48,24.51,7.26,26.6,57.09,179.05,pigeonpeas,1262.5
15.73,59.46,31.5,6.72,25.87,45.36,89.17,mungbean,1077.62
115.72,14.13,63.7,6.35,26.51,57.33,52.89,watermelon,29136.69
116.54,66.48,40.13,7.45,21.77,64.19,133.81,wheat,4073.15
104.59,48.35,51.44,5.73,31.1,76.5,259.47,rice,5129.96
83.82,39.47,30.07,7.19,15.17,71.41,200.57,coffee,1166.57
40.4,64.37,34.32,7.43,31.16,65.2,186.88,blackgram,1092.14
123.08,52.03,17.06,6.56,26.1,71.02,169.42,cotton,2696.6
30.53,67.82,71.67,6.55,29.89,37.62,33.55,chickpea,1344.2
102.45,18.38,63.1,6.63,38.17,72.34,20.87,muskmelon,19106.64
55.16,63.22,64.64,6.71,28.9,85.5,249.28,papaya,45881.14
17.12,55.64,24.85,7.0,29.5,56.78,64.28,mungbean,1069.91
17.57,13.17,8.21,6.86,11.69,74.41,153.24,orange,21449.36
24.55,62.83,24.32,6.55,21.81,35.63,64.32,lentil,1781.83
87.81,62.41,20.52,6.54,23.44,55.63,126.02,maize,5513.28
37.57,30.33,30.26,6.89,24.82,59.43,94.97,mango,11191.99
86.77,60.48,36.35,7.25,18.78,74.81,94.69,maize,6123.29
104.43,62.17,54.18,6.6,10.76,63.08,138.37,wheat,3928.94
97.78,25.45,64.76,7.41,33.69,58.79,38.35,watermelon,30207.47
27.28,68.76,18.52,6.0,20.6,57.21,111.74,kidneybeans,1721.26
113.4,28.31,44.59,6.85,22.88,87.88,292.26,coffee,1190.74
1.6,132.57,204.48,5.73,20.11,75.38,152.26,apple,17152.53
87.43,75.8,76.82,6.5,32.79,82.72,148.87,banana,33067.44
32.38,74.74,80.99,6.26,15.52,25.61,48.26,chickpea,1315.5
115.32,14.59,47.09,5.65,26.53,71.4,59.15,watermelon,31956.21
101.97,20.44,57.52,6.65,38.99,65.04,35.7,muskmelon,18743.54
95.4,52.79,45.33,5.71,27.17,83.34,184.89,rice,5043.73
19.72,19.58,10.77,7.11,22.51,67.5,108.21,orange,19674.84
97.82,76.68,155.72,6.46,31.75,82.99,197.21,banana,36590.25
94.4,36.56,30.91,6.79,18.09,89.87,290.18,coffee,1189.07
92.37,49.38,66.27,5.61,33.49,49.08,95.12,pomegranate,16163.19
38.64,22.22,35.77,7.02,34.48,60.13,72.09,mango,10985.8
18.78,67.86,26.69,6.93,25.86,57.93,194.69,kidneybeans,1854.04
110.31,55.74,35.75,6.0,28.73,53.84,110.93,maize,6621.62
99.12,39.19,39.07,6.17,27.41,84.14,260.49,coffee,1262.17
21.44,69.48,19.18,5.8,39.03,46.71,144.67,pigeonpeas,1372.67
20.42,22.74,44.24,6.16,24.83,54.03,81.4,mango,10166.54
30.48,67.54,84.65,6.38,21.66,33.31,81.49,chickpea,1286.81
17.68,62.53,32.72,7.61,13.62,43.71,51.09,lentil,1594.21
110.92,40.46,19.87,6.29,24.42,68.61,176.44,cotton,2706.92
4.37,2.25,42.06,6.12,32.5,69.18,197.54,coconut,12620.69
31.21,77.02,81.59,7.58,18.94,23.05,79.17,chickpea,1314.9
26.27,57.56,33.43,5.32,30.97,33.23,46.37,mothbeans,898.62
110.99,74.82,110.9,6.23,33.45,92.6,242.11,banana,34695.29
0.94,135.13,196.11,6.6,14.52,63.54,197.28,apple,15641.63
92.65,49.95,24.92,7.5,21.9,70.77,82.28,maize,6703.0
13.68,19.07,6.76,7.16,15.64,81.99,91.6,orange,18768.38
113.62,12.42,49.52,6.41,38.44,65.76,49.8,muskmelon,18044.97
130.44,66.86,36.14,7.17,15.65,47.58,67.3,wheat,4054.67
1.11,19.52,5.81,7.23,21.31,75.19,169.59,orange,18547.08
90.98,39.74,35.91,6.96,20.31,77.52,193.16,coffee,1293.2
96.35,18.34,64.09,7.42,31.5,70.73,30.56,muskmelon,17905.02
129.92,57.1,35.26,6.42,14.96,46.86,131.19,wheat,3933.86
26.44,49.53,33.1,5.82,13.21,62.5,166.34,grapes,18553.79
110.5,45.41,47.28,5.97,22.36,77.96,290.42,rice,4980.52
90.96,33.68,42.2,6.25,24.39,70.94,177.1,coffee,1315.86
85.12,27.02,28.63,6.87,27.25,65.74,224.17,coffee,1270.3
94.52,28.72,51.81,6.87,34.0,57.4,80.51,watermelon,30935.05
105.36,11.17,58.21,5.51,27.53,58.9,53.81,watermelon,32700.01
119.72,32.1,41.81,7.48,17.91,88.12,269.17,coffee,1257.04
29.28,59.84,19.64,7.6,20.23,42.61,78.53,lentil,1654.3
23.28,71.56,30.29,7.06,33.15,45.53,149.36,mungbean,1114.2
96.86,32.66,42.99,7.14,15.29,68.67,204.48,coffee,1280.97
57.27,66.54,51.66,6.46,34.59,85.2,150.9,papaya,44642.39
19.05,125.1,205.26,5.73,0.88,54.49,163.47,apple,15521.47
109.06,60.06,54.82,6.02,18.35,52.81,130.74,wheat,3903.31
82.21,46.97,57.3,5.55,25.95,93.9,157.63,rice,4700.27
109.47,15.01,51.39,6.46,33.06,78.09,54.63,watermelon,31609.84
28.51,63.71,29.66,5.93,37.35,60.89,104.71,pigeonpeas,1218.46
88.66,61.19,44.39,6.4,33.91,71.99,269.87,jute,2918.06
105.12,13.87,50.02,6.68,31.09,60.6,27.39,muskmelon,17863.04
108.58,15.68,45.95,6.85,35.88,76.57,91.29,watermelon,32273.21
134.52,55.82,52.63,7.09,21.98,56.61,134.63,wheat,4095.14
27.99,35.05,48.27,6.13,28.27,61.37,123.09,mango,12019.73
66.29,64.48,45.61,7.89,31.43,71.75,269.0,jute,3134.27
30.14,32.87,45.87,5.77,24.57,74.19,165.19,mango,12908.02
99.29,22.64,39.2,7.5,18.93,88.12,259.49,coffee,1250.49
18.42,64.74,30.09,6.07,23.45,50.79,67.76,lentil,1578.75
1.09,132.82,197.37,5.82,3.75,70.77,142.13,apple,17468.64
97.36,19.84,48.35,5.53,34.01,63.44,54.16,watermelon,32332.94
25.98,70.61,31.94,7.13,30.85,64.54,92.84,pigeonpeas,1349.13
112.36,59.49,41.61,6.48,33.07,87.68,214.35,rice,4790.96
19.83,132.99,208.09,6.5,0.21,61.74,139.41,apple,15251.27
7.77,5.38,34.79,6.96,35.09,82.4,280.62,coconut,13199.07
95.08,28.57,50.55,6.32,24.72,68.44,43.21,watermelon,29868.62
19.23,145.87,200.74,6.48,0.51,50.63,131.86,apple,16287.13
53.04,54.22,46.87,6.09,33.5,79.56,291.05,papaya,45874.89
45.73,56.51,51.36,6.17,34.71,89.95,297.0,papaya,44299.05
31.74,64.78,70.91,6.67,29.42,32.69,87.59,chickpea,1279.06
81.44,48.37,49.48,5.84,28.59,86.32,255.3,rice,5048.05
29.92,71.29,26.27,6.52,20.72,64.89,113.43,kidneybeans,1782.51
14.95,0.56,48.98,6.81,28.71,88.61,264.74,coconut,11103.66
49.46,67.47,32.13,6.03,31.95,59.7,156.49,blackgram,988.36
15.19,55.2,32.89,5.63,29.5,43.52,38.61,mothbeans,866.91
117.42,41.19,44.3,6.38,22.93,88.59,182.11,rice,4639.76
113.75,68.99,41.48,6.85,13.86,55.5,96.7,wheat,3835.56
16.97,9.88,7.42,6.41,12.43,75.12,94.02,orange,20289.65
102.79,19.31,51.8,6.48,36.98,78.33,57.63,muskmelon,19540.95
23.96,74.49,22.27,6.99,30.06,43.54,117.92,mungbean,1089.1
47.87,58.32,87.57,7.68,28.07,23.79,38.18,chickpea,1276.73
23.67,68.79,32.68,6.54,29.6,52.72,88.28,mungbean,1117.14
40.27,60.21,64.9,6.41,27.74,76.32,227.28,papaya,41958.87
108.88,55.62,68.45,6.49,38.39,35.9,105.88,pomegranate,17256.13
56.34,66.46,62.19,6.52,27.42,88.16,293.2,papaya,43242.48
14.57,140.97,196.37,5.57,9.47,68.99,189.36,apple,16471.05
16.67,69.4,28.28,7.26,37.71,64.11,120.04,pigeonpeas,1343.04
124.01,37.67,28.01,7.92,24.15,68.84,145.99,cotton,2632.29
93.5,66.22,71.88,5.67,29.96,77.78,144.69,banana,36016.53
111.27,48.56,52.76,6.78,29.47,81.95,249.38,rice,5256.52
23.51,67.37,32.47,6.41,26.52,67.44,134.87,kidneybeans,1866.93
32.41,67.24,27.94,6.81,28.3,63.28,180.74,blackgram,1092.77
17.83,4.64,39.68,7.21,31.6,87.56,289.75,coconut,12744.37
85.49,53.07,48.97,6.09,33.13,94.51,280.93,rice,4958.04
3.21,120.66,197.33,6.44,24.64,79.1,174.57,apple,15202.11
31.62,50.33,49.88,6.5,13.15,70.32,175.99,grapes,15927.59
90.66,75.95,51.5,6.69,28.93,75.1,269.41,banana,32226.15
105.18,16.09,58.95,6.82,38.54,60.99,21.86,muskmelon,18869.95
25.03,78.02,27.36,6.85,26.16,68.86,107.55,pigeonpeas,1231.2
62.89,56.29,47.06,7.46,35.41,87.81,167.66,jute,3046.99
77.56,64.27,45.62,6.83,32.62,92.85,308.23,jute,3174.72
94.32,22.42,56.62,7.31,35.46,58.02,58.34,watermelon,32071.58
83.42,37.99,26.72,7.12,22.66,75.15,288.52,coffee,1182.48
22.77,30.94,31.77,5.94,28.02,62.37,142.13,mango,11558.1
90.42,70.82,208.47,6.39,29.56,81.72,109.02,banana,35582.06
9.21,0.8,36.04,5.86,36.39,68.51,201.28,coconut,12977.8
19.58,46.91,26.87,3.93,32.5,26.23,53.23,mothbeans,933.1
103.57,68.29,196.78,6.33,26.39,89.09,215.9,banana,38539.62
115.57,54.94,52.18,6.45,13.15,47.73,70.31,wheat,4136.42
119.99,45.63,25.61,6.38,22.57,67.3,127.33,maize,5792.99
4.36,19.74,18.39,6.78,20.65,75.99,104.73,orange,19358.05
14.5,3.05,38.84,6.99,34.22,84.23,101.59,coconut,12853.31
39.91,68.4,28.9,6.54,31.17,55.79,178.61,blackgram,1140.75
2.67,133.93,203.88,6.65,2.86,74.72,185.06,apple,18608.94
50.97,60.44,58.84,6.43,33.81,74.18,213.29,papaya,49209.01
24.08,64.74,22.43,4.31,25.95,38.79,52.45,mothbeans,897.05
125.89,41.94,26.18,7.24,28.35,40.46,142.94,cotton,2639.2
93.13,50.71,56.97,6.48,32.07,85.65,244.94,rice,5076.87
36.39,55.76,33.73,7.49,23.65,63.71,125.27,blackgram,1048.05
101.82,24.25,60.33,7.21,29.35,78.84,22.42,muskmelon,18224.13
48.97,56.21,22.6,7.38,31.56,61.56,155.91,blackgram,970.97
108.12,52.68,59.64,6.43,27.16,90.23,285.5,rice,4748.79
42.25,60.49,56.11,6.13,34.64,85.95,183.58,papaya,47494.98
97.66,21.06,36.19,6.84,21.9,82.86,184.22,coffee,1254.91
100.03,54.7,59.2,7.39,36.7,45.71,104.86,pomegranate,18184.86
22.28,30.96,48.31,7.07,29.23,70.65,130.34,mango,11970.93
42.53,63.74,19.49,7.48,25.18,60.22,156.75,blackgram,1138.37
109.01,56.6,44.42,6.72,24.96,42.86,135.2,wheat,4313.94
47.71,61.76,22.33,7.34,23.9,51.19,110.85,blackgram,1071.03
118.06,68.67,40.92,6.27,32.89,48.49,119.9,pomegranate,14945.88
21.32,66.08,24.48,7.48,34.28,58.62,69.85,pigeonpeas,1307.99
29.33,50.55,39.17,5.76,28.07,69.78,187.33,grapes,18177.29
25.58,65.02,32.66,6.27,27.99,56.7,99.45,pigeonpeas,1249.07
106.23,45.5,41.3,5.58,28.73,75.43,277.32,rice,5040.53
6.0,7.87,45.83,6.48,28.24,76.29,279.21,coconut,12494.01
98.58,51.34,64.73,6.86,34.67,51.8,92.77,pomegranate,17726.51
119.98,58.68,56.01,7.07,25.96,55.23,114.46,pomegranate,16869.96
26.2,46.47,44.48,6.07,23.51,60.98,73.69,grapes,18083.29
21.12,27.54,41.23,6.96,33.17,49.45,79.77,mango,11994.97
97.01,12.82,50.35,6.87,31.51,60.82,47.12,muskmelon,16834.5
84.86,75.91,132.5,6.54,25.3,90.56,145.9,banana,33315.88
9.13,120.98,209.56,6.41,1.88,55.72,173.64,apple,15830.68
48.69,63.69,20.27,6.02,28.91,67.21,104.83,blackgram,1091.15
117.6,67.39,45.04,5.98,34.03,43.43,112.13,pomegranate,15572.79
101.41,74.52,217.79,6.76,27.99,92.06,164.73,banana,37911.67
18.34,61.69,31.43,5.98,29.24,49.54,196.61,pigeonpeas,1241.8
83.49,62.73,50.43,7.32,36.4,86.89,183.41,jute,3076.34
109.47,40.04,15.62,7.23,35.35,50.21,142.16,cotton,2447.15
18.65,66.02,25.21,6.45,29.37,64.76,95.14,pigeonpeas,1330.42
94.65,24.22,35.49,6.86,20.94,86.02,173.37,coffee,1342.56
23.95,58.78,29.11,5.49,34.63,34.45,73.01,mothbeans,954.92
132.98,46.66,16.29,6.33,23.66,56.23,97.17,cotton,2749.42
38.34,20.08,47.52,6.58,25.97,70.68,139.8,mango,9822.64
44.24,58.36,64.69,6.79,31.97,76.96,264.46,papaya,46094.03
86.57,25.63,34.6,6.98,17.8,70.82,195.28,coffee,1274.16
119.41,18.8,52.49,7.45,39.07,78.17,72.62,watermelon,33048.67
17.55,62.17,20.48,7.15,32.17,55.92,127.32,mungbean,1123.34
111.93,62.18,27.7,7.49,20.59,62.97,127.1,maize,6108.89
13.57,132.86,197.34,5.6,18.23,71.12,146.15,apple,17624.45
28.03,66.88,29.83,6.82,36.57,54.15,72.05,pigeonpeas,1279.33
42.85,67.21,72.64,7.8,23.2,27.13,91.45,chickpea,1413.17
31.71,44.11,35.83,6.66,25.46,60.86,186.19,grapes,16682.76
115.2,14.89,52.59,6.82,34.77,66.57,60.36,watermelon,30926.61
